row_no,jobref,position,company,jobdesc_snippet,opening_date,closing_date,town,row_type
2014.0,660500,Storekeeper (Kurunegala),Lanka Deep Wells (Pvt) Limited,Minimum of two years experience as a Stores Assistant / Storekeeper preferably in construction,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2015.0,660499,Factory Manager (1),T&FG; Group of Companies,Please Refer the Advertisement,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2016.0,660497,Key Accounts Manager - Software Solutions (1),Informatics Holdings Ltd,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2017.0,660496,Assistant Manager - Sales (1),Miller Holz,5 Years Experience,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2018.0,660495,Bus Divers / Light Vehicle Drivers,Selco Continental (Pvt) Ltd,Age Between 25 to 45 Years,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2019.0,660494,Sales & Marketing Executive (2),Miller Holz,3 Years Experience,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2020.0,660493,Specialist - Transport Network Planning (1),Dialog Axiata PLC,Please refer advertisement,Mon Jul 01 2019,,Fri Jul 19 2019,yellow
2021.0,660492,Executive - Workstudy (1),T&FG; Group of Companies,Please Refer the Advertisement,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2022.0,660484,Architect-MSBI (1),Virtusa (Pvt.) Ltd,Please refer the advert,Mon Jul 01 2019,,Wed Jul 17 2019,yellow
2023.0,660483,Senior UI / UX Engineer,Eight25Media (Pvt) Ltd,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2024.0,660482,Software Engineer (Full - Stack Developers),Eight25Media (Pvt) Ltd,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2025.0,660481,HR & Admin Assistant - Female,Multiblity (Pvt) Ltd,We're looking for a HR & Admin Assistant - Female to Administration and execution of HR functions,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2026.0,660478,Assistant Manager/Executive - Sales,Elevate Executive Search,Experience in constriction or related field. Civil Engineering qualification is an added advantage.,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2027.0,660467,Senior Data Engineer,hSenid Mobile Solutions (Pvt) Ltd,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2028.0,660466,Trainee accounts- Anuradhapura (1),Jobfactory,School leavers are encouraged to apply.,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2029.0,660465,Industrial Engineer / Work Study Executive,ESTILO Apparels (Pvt) Ltd,Diploma/Degree/Professional Qualification in Garment Technology and Industrial Engineering,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2030.0,660464,Sales & Reservations Executive - Colombo (1),Teardrop Boutique Management,Please refer the advert,Mon Jul 01 2019,,Mon Jul 22 2019,yellow
2031.0,660456,MEP ENGINEER (1),Blue Ocean Group of Companies,Please refer the advertisement...,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2032.0,660455,Teacher Vacancies,OKI International School,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2033.0,660449,EXECUTIVE - ORDER ENTRY AND TRANSPORT MANAGEMENT (1),Quess Corp Lanka Private Limited,excellent knowledge of Microsoft Excel is required.,Mon Jul 01 2019,,Wed Jul 10 2019,yellow
2034.0,660443,Manager/Assistant Manager Technical Division IFRS (2),PricewaterhouseCoopers,Please refer the advert.,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2035.0,660441,Accounts Assistant,Metropolitan College,Minimum 2 years of experience in a similar capacity.,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2036.0,660440,Senior Software Engineer - Full Stack Developer,DevBranch (Pvt) Limited,Experience in React technology,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2037.0,660439,Software Engineer,Fidenz (Pvt) Ltd,BS.c Graduates are warmly welcome.,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2038.0,660435,Technical Officer Project / Maintenance,Vision Care Opticals (Pvt) Ltd,NCT qualified or related qualifications,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2039.0,660433,HR & Admin Assistant,Rajagiriya Tours & Transport (Pvt) Ltd,PQHRM (IPM) part qualification/ Certificate in Human Resource Management or equivalent qualification.,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2040.0,660431,International Sales & Marketing Manager (FMCG Food & Beverage),Management Systems (Pvt) Limited,A proven track record of 5 to 10 years in FMCG Sales & Marketing functions preferably in the Food & Beverage sector. ....,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2041.0,660427,Project Coordinator,The Family Planning Association of Sri Lanka,"Minimum of 2 years of experience in the private, state, academic or NGO sector in a similar capacity",Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2042.0,660426,Sales-Coordinator(Rathmalana) (1),EZY Corporation,Please refer the advertisement. ....,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2043.0,660424,Statistical Analyst (1),D.Samson & Sons Ltd,Please refer advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2044.0,660422,Climbing Instructors,CCL Executive Search (Pvt) Ltd,Certificate from The British Mountaineering Council or any equivalent Climbing Wall Award,Mon Jul 01 2019,,Thu Jul 18 2019,yellow
2045.0,660421,Pre Sales Engineer - Information Security (1),Just In Time Holdings (Pvt) Ltd,Please refer the advert.,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2046.0,660420,Assistant Accountant / Accountant Executive,WWS Roofing Products (Pvt) Ltd,Part Qualification CIMA/CA,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2047.0,660419,Senior Network Engineer (1),Just In Time Holdings (Pvt) Ltd,Please refer the advert. ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2048.0,660418,SQL Developer (1),Just In Time Holdings (Pvt) Ltd,Please refer advert ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2049.0,660416,IOS Developer (1),Just In Time Holdings (Pvt) Ltd,Please Refer Advert ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2050.0,660413,General Manager Cyber Security (1),Just In Time Holdings (Pvt) Ltd,Please refer advert ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2051.0,660411,Software Engineer Node JS (1),Just In Time Holdings (Pvt) Ltd,Please refer the advert. ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2052.0,660410,Senior Software Engineer / Tech Lead (1),Just In Time Holdings (Pvt) Ltd,Please refer the advert.,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2053.0,660409,Senior Quality Assurance Engineer (1),Just In Time Holdings (Pvt) Ltd,Please refer the advert. ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2054.0,660408,Senior Software Engineer / Tech Lead - React JS (1),Just In Time Holdings (Pvt) Ltd,Please refer the advert. ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2055.0,660405,Mobile Developers - Android / ios (1),Just In Time Holdings (Pvt) Ltd,Please refer the advert.,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2056.0,660404,Full Stack Web Developers (1),Just In Time Holdings (Pvt) Ltd,Please refer the advert.,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2057.0,660403,Test Automation Engineers (3),Just In Time Holdings (Pvt) Ltd,Please refer the advert ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2058.0,660401,Data Base Administrator - DB2 (1),Just In Time Holdings (Pvt) Ltd,Please Refer the advert. ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2060.0,660397,Engineers,JAT Technologies (Pvt) Ltd,Bsc Engineering with 1 year of experience or NDT with 2 years experience,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2061.0,660394,Tea Lounge Supervisor (Oman),Aitken Spence Resorts (Middle East ) LLC,Diploma/Degree in relevant area,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2062.0,660393,Pre Sales Engineer (1),Debug Group of Companies,Please refer the advertisement,Mon Jul 01 2019,,Sun Jul 07 2019,yellow
2063.0,660392,Data Processing / Analyzing Associate,Adelanka (Private) Limited,Colombo branch Morning / Night shift,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2065.0,660390,Night Auditor (Oman),Aitken Spence Resorts (Middle East ) LLC,Part qualification in reputed accounting body,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2066.0,660389,Software Engineer (1),HNB Assurance PLC,Please refer the advertisement.,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2067.0,660384,Executive / Junior Executive - Human Resources,Cargills Bank Limited,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2068.0,660380,Health Club Supervisor (Oman),Aitken Spence Resorts (Middle East ) LLC,Diploma /Degree in relevant area Gym Instructing certification and the likes in order to qualify for the job as Health club supervisor.,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2069.0,660368,EXECUTIVE ? HUMAN RESOURCES (COLOMBO 10) (1),Konnecting Pvt Ltd,Please refer the advert ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2070.0,660365,Executive / Junior Executive - Human Resources,Cargills Bank Limited,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2071.0,660355,Senior Product Manager -Colombo Interior Solution/Construction/ Floorings (1),Konnecting Pvt Ltd,Please refer the advert ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2072.0,660341,Junior Sales Executive (1),EZY Corporation,Please refer the advertisement. ....,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2073.0,660340,Site Supervisor / Trainee Site Supervisor,N B Construction (Pvt) Ltd,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2074.0,660339,Coordinator - IDC & cloud Product Management & GTM (1),Dialog Axiata PLC,Please refer the advert,Mon Jul 01 2019,,Sun Jul 14 2019,yellow
2076.0,660337,Audit Trainee /Senior Audit Executive / Assistant Audit Manager,Business Eye Management Services (Pvt) Ltd,Minimum one year Experience in an Audit Firm,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2077.0,660336,Accounts Executive,Company Name Withheld,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2078.0,660335,Accounts Executive,Company Name Withheld,Have 2 to 5 years of experience in the field of Accounting & Auditing,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2079.0,660334,Manager / Senior Executive - HR & Admin,Spectra Industries Lanka (Pvt) Ltd,Degree in Business Administration/ Human resource.,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2080.0,660332,Accounts Executive / Accounts Assistant,Isuru Recruitment,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2081.0,660331,Graphic Designer,Trutex Sri Lanka,Minimum 3 years' experience in Graphic Designing specialized in Sublimation for Garments.,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2082.0,660330,Coordinator / General Clerk / Data Entry,Isuru Recruitment,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2083.0,660329,IT Executive,Statesman Hats (Pvt) Ltd,"Diploma holder from NIIT, SLIT or NIBM qualified.",Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2084.0,660328,SAP ABAP Developer,Rockland Distilleries (Pvt) Ltd,Minimum 2 to 3 years of hands on experience in ABAP technologies,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2085.0,660325,Tech Leads & Senior Software Engineers,ISA,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2086.0,660323,Teachers - (Sapugaskanda / Wattala / Kadawatha ),York International School,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2087.0,660322,Assistant Manager - Digital Marketing,Acquest (Pvt) Ltd,Minimum 2 Years experience in Digital Marketing,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2088.0,660321,Technical Lead - JAVA,Data Management Systems (DMS),Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2089.0,660319,Cyber Security Analyst,CICRA Consultancies (Pvt) Ltd,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2090.0,660318,Draughtsman (1),Metropolitan Group Of Companies,Please refer the advertisement,Mon Jul 01 2019,,Thu Jul 11 2019,yellow
2091.0,660317,UI / UX Designer,Netmaiesta (Pvt) Ltd,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2092.0,660316,Internship-Marketing (1),Metropolitan Group Of Companies,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2094.0,660313,Assistant Manager - Production,CCL Executive Search (Pvt) Ltd,Excellent planning and organizing skills,Mon Jul 01 2019,,Thu Jul 18 2019,yellow
2095.0,660312,Trainee Business Analyst / Trainee Full Stack Developer,Netmaiesta (Pvt) Ltd,Please refer the advertisement,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2096.0,660311,General Manager - Colombo (1),T&FG; Group of Companies,Please Refer the Advertisement,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2097.0,660307,Cutting Manager - Colombo (1),T&FG; Group of Companies,Please Refer the Advertisement,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2098.0,660304,Packing Manager - Mawathagama (1),T&FG; Group of Companies,Please Refer the Advertisement,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2099.0,660303,Accounts Assistant (1),Metropolitan Group Of Companies,Please refer the advertisement,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2100.0,660302,Senior Marketing Executive-Dealer Channel (1),Metropolitan Group Of Companies,Please refer the advertisement,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2101.0,660301,Engineering Assistant-PABX (1),Metropolitan Group Of Companies,Please refer the advertisement,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2102.0,660300,Brand Executive (1),Metropolitan Group Of Companies,Please refer the advert,Mon Jul 01 2019,,Thu Jul 18 2019,yellow
2103.0,660299,Senior Software Engineer(Java)-Colombo 9 (1),Jobfactory,Minimum 5 years of experience in software engineering and design and 3 year of additional experience as a Technical Lead. ....,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2104.0,660298,Merchandiser (1),MAST FAR EAST (SRI LANKA),"To rigorously analyze Order Tracking Report for production status, Factory performance trends and prepare informative reports/presentations to management i ....",Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2105.0,660295,French Speaking - Project Manager,Produktiv Media Ltd,Knowledge of HTML and/or QA/testing,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2106.0,660294,Head Mistress/Headmaster - (GCE O/L),Vidura College - Colombo,Age ? Between 40 years to 55 years. Those who retired from state service but below 60 years will be considered. ....,Mon Jul 01 2019,,Mon Jul 15 2019,yellow
2107.0,660293,General clerk (1),TARGET CONSULTING,please refer the advert ....,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2108.0,660292,Software Engineers Full Stack (1),TARGET CONSULTING,please refer the advert ....,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2109.0,660291,Software Engineers Mobile Development (1),TARGET CONSULTING,Please refer the avert ....,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2110.0,660290,Sales Coordinator (1),TARGET CONSULTING,please refer the advert ....,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2111.0,660289,Junior Lead Generation & Marketing Specialist -Associate level (1),TARGET CONSULTING,Please refer the advert ....,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2112.0,660288,STORES CLERK (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2113.0,660287,Wealth Planer (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2114.0,660286,Collections Specialist (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2115.0,660285,Data Entry Operator (1),TARGET CONSULTING,please refer the advery,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2116.0,660284,Stores clerk (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2117.0,660283,Sales Executives (Malabe & Kurunegala) (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2118.0,660282,Recovery officer (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2119.0,660281,JUNIOR ADMIN ASSISTANT (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2120.0,660280,COORDINATOR (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2121.0,660279,Accountant (Office) (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2122.0,660278,DATABASE ENGINEERS ? ORACLE (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2123.0,660277,Software Engineer - .NET (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2124.0,660276,Accounts Assistant - Wattala (1),TARGET CONSULTING,PLEASE REFER THE ADVERT,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2125.0,660275,Coordinator- female (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2126.0,660274,ADMIN CLERK (1),TARGET CONSULTING,pleas refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2127.0,660273,Import executive (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2128.0,660272,Production Manager (Male) (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2129.0,660271,paint supervisor (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2130.0,660270,Developers (PHP/UI & Frontend/Mobile App/QA Engineers) (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2131.0,660269,Conveyancing Lawyer ? Full time (To handle UK Based conveyancing) (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2132.0,660268,TEAM MANAGER/TEAM LEADER (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2133.0,660266,Accounts Executive (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2134.0,660265,Digital Marketing Executive (1),TARGET CONSULTING,please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2135.0,660264,Retail Showroom Supervisor (Female) (1),TARGET CONSULTING,Please refer the advert,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2136.0,660253,Teachers - Upper School (Grades 9 - 13),Vidura College - Colombo,Between 25 years to 45 years. Those have who retired from state service but below 60 years will be considered.,Mon Jul 01 2019,,Sun Jul 14 2019,yellow
2137.0,660252,Technical Marketing Manager / Executive,SkyTek Holdings(Pvt) Ltd,Degree in Marketing / Management / Engineering,Mon Jul 01 2019,,Sun Jul 14 2019,yellow
2138.0,660177,Accountant,The International Committee of the Red Cross (ICRC),"1-2 years work experience in a similar field, experience with an international organizations will be an asset. ....",Mon Jul 01 2019,,Sat Jul 13 2019,yellow
2139.0,660176,Psychologist / Mental Health and Psychosocial Support (MHPSS) Field Officer,The International Committee of the Red Cross (ICRC),Three years of experiences in psychosocial programs is essential.,Mon Jul 01 2019,,Sat Jul 13 2019,yellow
2140.0,660104,Customer Service Executive,Kinghtsbridge Technologies (Pvt) Ltd,Age Limit between 18 to 21,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2141.0,660102,Graphic Designer,What Media (Pvt) Ltd,2-5 Work Experience,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2142.0,659977,Manager - Global Operations,The Nielsen Company Lanka (Pvt) Ltd,5+ years working experience of Data Analysis preferably in Marketing or Social Research industries.,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2144.0,659899,Assistant Chef / Cooks / Helpers (Hot Kitchen),Jagro (Pvt) Ltd,"Minimum 2 years work experience in a reputed kitchen, preparing western food",Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2145.0,659863,Manager Commercial & Business Development,Marlbo Trading Company,5 - 10 years' experience,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2146.0,659828,Junior Art Director and Interns,Kinza Group (Pvt) Ltd,1-2 years experience,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2147.0,659738,Laundry Maintenance Engineer / Assistant Manager - Fabric Inspection / Assistant Manager - Sample Room,Dial Textile Industries (Private) Ltd,Manage and lead all the activities of a fabric inspection division,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2148.0,659724,Project Manager (1),Metropolitan Group Of Companies,Please refer the advertisement,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2149.0,659527,Marketing Excutive - Badulla (1),Metropolitan Group Of Companies,Please refer the advertisement ....,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2150.0,659138,Marketing Executive (1),Metropolitan Group Of Companies,Please refer the advertisement,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2151.0,658970,Operations Coordinator (1),Metropolitan Group Of Companies,Please refer the advertisement,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2152.0,658714,Junior Sales Executive (1),EZY Corporation,Please refer the advertisement.,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2153.0,658323,Multi Duty Clerks,Company Name Withheld,Age below 35 years,Mon Jul 01 2019,,Tue Jul 09 2019,yellow
2154.0,658320,IT Executive cum Graphic Designer,Company Name Withheld,Previous working experience in IT and Graphic Designing would be an advantage,Mon Jul 01 2019,,Tue Jul 09 2019,yellow
2155.0,658319,Overseas Marketing Manager (Middle East),Company Name Withheld,Age between 30 - 40 years and backed by presentable personality,Mon Jul 01 2019,,Tue Jul 09 2019,yellow
2156.0,658134,Software Engineers / Associate Software Engineers,Eutech Cybernetic Pte. Ltd,A bachelor?s degree in IT/ Software Engineering with minimum 1-2 years? experience in a team setup and ....,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2157.0,656458,Technical Support Officer (1),Metropolitan Group Of Companies,Please refer the advertisement,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2158.0,655353,Pattern Maker -Wathupitiwala (Lingerie) (1),T&FG; Group of Companies,Please Refer the Advertisement,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2159.0,653546,Coordinator (1),Delmege Group,Please refer the advertisement. ....,Mon Jul 01 2019,,Mon Jul 08 2019,yellow
2160.0,653449,Technical support officer (1),Metropolitan Group Of Companies,Please refer the advertisement ....,Mon Jul 01 2019,,Fri Jul 19 2019,yellow
2161.0,653298,Technical support officer - Key Telephone Service (1),Metropolitan Group Of Companies,Please refer the advertisement ....,Mon Jul 01 2019,,Thu Jul 11 2019,yellow
2162.0,652779,Executive - Risk & Control (1),Brandix Lanka Ltd,Please refer the advertisement,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2163.0,651689,Executive - Quality (Lingerie) (1),T&FG; Group of Companies,Please Refer the Advertisement,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2164.0,651423,Associate Engineer - Infrastructure Operations (1),Virtusa (Pvt.) Ltd,Please refer attached vacancy advert,Mon Jul 01 2019,,Wed Jul 10 2019,yellow
2165.0,650829,Executive - Workstudy (Lingerie) (1),T&FG; Group of Companies,Please Refer the Advertisement,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2166.0,650249,Office Assistant/Messenger-Colombo 09/Colombo 04 (1),Konnecting Pvt Ltd,Please refer the advert ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2167.0,649700,Garment Technologist- Sample Room (Lingerie) (1),T&FG; Group of Companies,Please Refer the Advertisement ....,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2168.0,649278,Senior Marketing Executive (FMCG)- Colombo 04 (1),Konnecting Pvt Ltd,,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2169.0,649066,Associate Engineer- Force.com (Salesforce) (1),Virtusa (Pvt.) Ltd,Please refer attached advert. ....,Mon Jul 01 2019,,Wed Jul 10 2019,yellow
2170.0,646807,Brand Executive (FMCG) -Kelaniya (1),Konnecting Pvt Ltd,Please refer the advert ....,Mon Jul 01 2019,,Wed Jul 31 2019,yellow
2171.0,644623,Sales Executives - Lighting Solutions (1),Metropolitan Group Of Companies,Please refer the advert ....,Mon Jul 01 2019,,Fri Jul 12 2019,yellow
2172.0,644438,Intern - Category Management - Fabrics (1),Brandix Apparels,Please refer the advertisement,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2173.0,638624,Assistant Manager - Production (Lingerie) (1),T&FG; Group of Companies,Please Refer the Advertisement ....,Mon Jul 01 2019,,Thu Aug 01 2019,yellow
2174.0,635026,Associate Engineer - Microservices (1),Virtusa (Pvt.) Ltd,Please refer below advert ....,Mon Jul 01 2019,,Wed Jul 10 2019,yellow
2175.0,628963,Associate Software Engineer - Application Support and Maintenance (1),Virtusa (Pvt.) Ltd,Please refer below vacancy advert ....,Mon Jul 01 2019,,Wed Jul 10 2019,yellow
2176.0,616078,Associate Engineer- Java (1),Virtusa (Pvt.) Ltd,Please refer attached advert. ....,Mon Jul 01 2019,,Wed Jul 10 2019,yellow
2177.0,616075,Associate Engineer- .Net (1),Virtusa (Pvt.) Ltd,Please refer Advert. ....,Mon Jul 01 2019,,Wed Jul 10 2019,yellow
2178.0,660251,CBM Engineer,SkyTek Holdings(Pvt) Ltd,Engineering Degree from recognized university.,Sun Jun 30 2019,,Sun Jul 14 2019,yellow
2179.0,660250,Accountant,SkyTek Holdings(Pvt) Ltd,Accounting degree or AAT required,Sun Jun 30 2019,,Sun Jul 14 2019,yellow
2180.0,660248,Training Manager (1),Jobfactory,Please refer the advertisement ....,Sun Jun 30 2019,,Sun Jul 14 2019,yellow
2181.0,660237,Accounts Executive (1),Ceyline Group,"AAT or partly qualified in ICASL/CIMA/ACCA, 2-3 years similar experience, Ability to work with ERP Accounting Software will be an added advantage, Must be ....",Sun Jun 30 2019,,Sun Jul 14 2019,yellow
2182.0,660236,Site Supervisor / Technical Officer / Quantity Surveyor,GKUC International (Pvt) Ltd,"HND,NCT Or Any Other Deploma Course Related to the Civil Engineering",Sun Jun 30 2019,,Sun Jul 14 2019,yellow
2183.0,660235,Teacher - Physical Education,Vidura College,Physical Education / Sports for Grade 6-9 Students -National Curriculum in English medium.,Sun Jun 30 2019,,Sun Jul 14 2019,yellow
2184.0,660234,Executive - Enrollments (Maharagama Branch),Vidura College,"Minimum of 3 - 5 years? experience in handling customers: promoting sales, sales administration, customer care and service. Ability work with computers is ....",Sun Jun 30 2019,,Sat Jul 13 2019,yellow
2185.0,660225,Chef De Partie / Commi III/II/I / F&B; Captains,Joseph Fraser Memorial Hospital by Melsta Health,Minimum 3 Years experience in Hotel / Restaurant,Sun Jun 30 2019,,Sat Jul 13 2019,yellow
2186.0,660213,Food & Beverage Manager (Bangladesh),The Peninsula Chittagong,Minimum 5 years experience,Sun Jun 30 2019,,Sat Jul 13 2019,yellow
2187.0,659915,Intern - Formula 1 (1),John Keells IT,Please click on the advert to apply,Sun Jun 30 2019,,Thu Jul 11 2019,yellow
2188.0,652091,Tender Coordinator (Male) ?Colombo 04 (1),Konnecting Pvt Ltd,Please refer the advert ....,Sun Jun 30 2019,,Wed Jul 31 2019,yellow
2189.0,650255,Chinese Translators (Male)-Pannla (1),Konnecting Pvt Ltd,"Please refer the advert Salary 100,000-125,000 /- ....",Sun Jun 30 2019,,Wed Jul 31 2019,yellow
