row_no,jobref,position,company,jobdesc_snippet,opening_date,closing_date,town,row_type
3201,960987,Cashier - Showroom (1),John Keells Office Automation (Pvt) Ltd,Pls refer the advertisement for more details,Thu May 05 2022,Sun May 22 2022,,yellow
3202,960986,Executive - Production (1),Brandix Fast Fashion,Please refer the advertisement,Thu May 05 2022,Sun Jun 05 2022,,yellow
3203,960985,Internship - Technical Division (3),John Keells Office Automation (Pvt) Ltd,Please refer the advertisement,Thu May 05 2022,Tue May 31 2022,,yellow
3204,960960,Manager - Industrial Engineering (1),Brandix Fast Fashion,Please refer the advertisement,Thu May 05 2022,Sun Jun 05 2022,,yellow
3205,955276,Brand Manager (1),Odel PLC,Please refer to the advertisement,Thu May 05 2022,Sun May 29 2022,,yellow
3206,955246,Head of Marketing (1),Odel PLC,Please refer the advertisement,Thu May 05 2022,Sun May 29 2022,,yellow
3207,950685,Associate Customer Marketing (1),Hemas Holdings PLC,Please refer the job advertisement,Thu May 05 2022,Thu May 26 2022,,yellow
3208,940296,Project Coordinator (1),Just In Time Holdings (Pvt) Ltd,Please refer the Advertisement,Thu May 05 2022,Sat May 28 2022,,yellow
3209,924137,Solutions Architect (1),Just In Time Holdings (Pvt) Ltd,Please refer the Advertisement,Thu May 05 2022,Sat May 28 2022,,yellow
3210,909407,Senior Project Manager (1),Just In Time Holdings (Pvt) Ltd,Please refer the attached advertisement,Thu May 05 2022,Sat May 28 2022,,yellow
3211,960822,Intern-Human Resources (1),Senok Trade Combine Limited,"Senok Group of Companies, an equal employment opportunity provider invites suitably competent talent to join us.",Wed May 04 2022,Tue May 31 2022,,yellow
3212,960821,Assistant Manager - Enterprise Applications (SAP FICO) (1),Senok Trade Combine Limited,Please refer the Job Advertisement.,Wed May 04 2022,Tue May 31 2022,,yellow
3213,960820,Intern - E-Commerce (1),Senok Trade Combine Limited,Please refer the Job Advertisement,Wed May 04 2022,Tue May 31 2022,,yellow
3214,960814,Executive - Counsellor (1),Brandix Apparel India,Please refer the job advertisement,Wed May 04 2022,Sat Jun 04 2022,,yellow
3215,960811,Senior Manager - Merchandising (1),Brandix Apparel India,Please refer the job advertisement,Wed May 04 2022,Sat Jun 04 2022,,yellow
3216,960774,Staff Nurse (1),Hemas Holdings PLC,please refer the advert,Wed May 04 2022,Wed Jun 29 2022,,yellow
3217,960772,Maintenance Technician (1),Hemas Holdings PLC,please refer the advert,Wed May 04 2022,Sun May 29 2022,,yellow
3218,960769,Marketing Internship (1),Hemas Holdings PLC,Please refer the advert,Wed May 04 2022,Sun May 29 2022,,yellow
3219,960705,Executive Supply Chain (1),Hemas Holdings PLC,Please refer the advert,Wed May 04 2022,Sun May 29 2022,,yellow
3220,960612,Commi I/II/III,Tribe Kitchens (Pvt) Ltd,Please refer the advertisement,Wed May 04 2022,Fri Jun 03 2022,,yellow
3221,960595,Sales and Marketing Manager (Experience in Education Industry) (1),Maritime Placements (Pvt) Ltd,Please refer the advertisement,Wed May 04 2022,Sun May 22 2022,,yellow
3222,960528,Business Development Representative (1),Exetel Communications (Pvt) Ltd,Please refer the advertisement ....,Wed May 04 2022,Wed May 25 2022,,yellow
3223,960522,Executive - Human Resources (1),MAS Intimates,Please refer attached advert for more details,Wed May 04 2022,Tue May 31 2022,,yellow
3224,960463,Senior Software Engineer (1),Just In Time Holdings (Pvt) Ltd,Please refer the advertisement,Wed May 04 2022,Sat Jun 04 2022,,yellow
3225,959741,Data Entry Operator,Micronet Global Services (Pvt) Ltd,Please refer the advertisement,Wed May 04 2022,Sun Jul 31 2022,,yellow
3226,958645,Assistant Manager - Human Resources,Micronet Global Services (Pvt) Ltd,Please refer the advertisement,Wed May 04 2022,Sun Jul 31 2022,,yellow
3227,958149,Junior / Senior secretary,Micronet Global Services (Pvt) Ltd,Immediate Vacancy.Please refer,Wed May 04 2022,Sun Jul 31 2022,,yellow
3228,953154,Senior HR Executive - Colombo,Micronet Global Services (Pvt) Ltd,Residing Colombo applicants only,Wed May 04 2022,Sun Jul 31 2022,,yellow
3229,943575,Java Developer,Micronet Global Services (Pvt) Ltd,Please refer the advertisment,Wed May 04 2022,Sun Jul 31 2022,,yellow
3230,943569,Administrative Assistant,Micronet Global Services (Pvt) Ltd,Administrative Assistant for a well-reputed bank,Wed May 04 2022,Sun Jul 31 2022,,yellow
3231,936861,Butler - Dickoya (1),Teardrop Boutique Management,Please refer the advert,Wed May 04 2022,Thu Jun 30 2022,,yellow
3232,960458,Senior Process Associate/Team Lead ? Quality Assurance (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue May 03 2022,Fri Jun 03 2022,,yellow
3233,960450,Vacancies (10),Virtusa (Pvt.) Ltd,Please refer the advert,Tue May 03 2022,Tue May 31 2022,,yellow
3234,960443,Manager - Engineering ( Kuliyapitiya ) (1),MAS Intimates,Click on the vacancy image and apply,Tue May 03 2022,Fri May 27 2022,,yellow
3235,960427,Senior Data Analyst (1),John Keells IT,Please refer the advert,Tue May 03 2022,Fri Jun 03 2022,,yellow
3236,960416,Account Assistant (1),McLarens Holdings Limited,Please refer the advertisement,Tue May 03 2022,Tue May 31 2022,,yellow
3237,960413,Assistant Manager - Digital Marketing (1),Citizens Development Business Finance PLC,Do you have at least 3 years' experience in digital business and communication? Please refer to the job advert for further information.,Tue May 03 2022,Sun Jun 05 2022,,yellow
3238,960382,Sales Executive - Fixed Deposits | AMW Capital Leasing and Finance PLC (1),Associated Motorways (Private) Limited,Please refer the advert,Tue May 03 2022,Fri Jun 03 2022,,yellow
3239,960373,Accounts Receivable Executive (1),Exetel Communications (Pvt) Ltd,Please refer the advertisement,Tue May 03 2022,Tue May 31 2022,,yellow
3240,960334,Accounts Executive,Micronet Global Services (Pvt) Ltd,Immediate Vacancy,Tue May 03 2022,Mon May 30 2022,,yellow
3241,960332,Graduate Trainee - Group Risk & Control (1),Brandix Lanka Ltd,Please refer the advertisement,Tue May 03 2022,Fri Jun 03 2022,,yellow
3242,960325,Student placement / Migration Coordinators (3),Maritime International Limited,our client a company based in Colombo 2 is looking for youg energetic candidates who are capable of handing student placement.,Tue May 03 2022,Mon May 23 2022,,yellow
3243,960324,MANAGEMENT TRAINEES (SOCIAL MEDIA) (4),Maritime International Limited,"Our client, a Company based in Colombo 2 is looking for Male & Female candidates who are capable of handing the social media platform. Excellent communic ....",Tue May 03 2022,Mon May 23 2022,,yellow
3244,960323,ASST. ACCOUNTANTS (MALE / FEMALES) (3),Maritime International Limited,Our client a Company with 3 subsidiary Companies based in Colombo 2 is looking for Male & Female Asst. Accountants. Good Audit exposure and knowledge in ....,Tue May 03 2022,Mon May 23 2022,,yellow
3245,960322,MANAGEMENT TRAINEES (MARKETING INTERNS) MALE / FEMALES (6),Maritime International Limited,Our client a Company with 3 subsidiary Companies based in Colombo 2 is looking for Male & Female Marketing Interns who is capable of handing Business Deve ....,Tue May 03 2022,Mon May 23 2022,,yellow
3246,960321,TRAVEL EXECUTIVES (Males) (3),Maritime International Limited,"Our client a Travel Company operating from Colombo 2, is Looking for Travel Executives. Must have experience in inbound & travel bound travels. Excellent c ....",Tue May 03 2022,Mon May 23 2022,,yellow
3247,960273,Service Provisioning Administrator (3),Exetel Communications (Pvt) Ltd,Please refer the Advertisement,Tue May 03 2022,Tue May 31 2022,,yellow
3248,960253,Zonal Coordinator Metro City 2 (1),Union Assurance PLC,Please refer the advertisment,Tue May 03 2022,Tue May 31 2022,,yellow
3249,960206,Intern - Marketing (1),Brandix Lingerie (Pvt) Ltd,Please refer the advert,Tue May 03 2022,Fri Jun 03 2022,,yellow
3250,960117,Lecturer and Senior Lecturer (1),Informatics International Limited,Please refer the advertisement,Tue May 03 2022,Tue May 31 2022,,yellow
3251,960116,Executive - Student Relations (1),Informatics International Limited,Please refer the advertisement,Tue May 03 2022,Tue May 31 2022,,yellow
3252,960114,Lecturer (Business Department) (1),Informatics International Limited,Please refer the advertisement (Full time),Tue May 03 2022,Tue May 31 2022,,yellow
3253,960113,Associate - Center Function and Customer Support (1),Informatics International Limited,Please refer the advertisement,Tue May 03 2022,Tue May 31 2022,,yellow
3254,960112,Project Lead/ Consultant (1),Informatics International Limited,Please refer the advertisement,Tue May 03 2022,Tue May 31 2022,,yellow
3255,960111,Assistant Manager/ Manager - Overseas Placements (1),Informatics International Limited,Please refer the advertisement,Tue May 03 2022,Tue May 31 2022,,yellow
3256,960078,Supervisor - Maintenance (1),Aitken Spence Power,Please refer the advertisement.,Tue May 03 2022,Wed May 25 2022,,yellow
3257,960075,Electrical Supervisor (1),Aitken Spence Power,Please refer the advertisement.,Tue May 03 2022,Wed May 25 2022,,yellow
3258,960073,Senior Plant Technician (3),Aitken Spence Power,Please refer the advertisement.,Tue May 03 2022,Wed May 25 2022,,yellow
3259,960072,Assistant Manager - Business Analysis (1),Union Assurance PLC,Please refer the below advertisement,Tue May 03 2022,Mon May 30 2022,,yellow
3260,960066,Assistant Plant Technician (2),Aitken Spence Power,Please refer the advertisement.,Tue May 03 2022,Wed May 25 2022,,yellow
3261,960059,Executive Finance (1),Union Assurance PLC,Please refer the advertisement,Tue May 03 2022,Tue May 31 2022,,yellow
3262,960056,Executive Finance (1),Union Assurance PLC,Please refer the below advertisement,Tue May 03 2022,Mon May 30 2022,,yellow
3263,959976,Infection Control Nurse (1),Hemas Holdings PLC,Please refer the advert,Tue May 03 2022,Sun May 29 2022,,yellow
3264,959962,SAP Support Associate (1),Associated Motorways (Private) Limited,Please refer the job advert,Mon May 02 2022,Wed Jun 01 2022,,yellow
3265,959960,Senior Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Mon May 02 2022,Thu Jun 02 2022,,yellow
3266,959959,Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Mon May 02 2022,Thu Jun 02 2022,,yellow
3267,959956,Senior Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Mon May 02 2022,Thu Jun 02 2022,,yellow
3268,959935,Resident Manager- Bentota (1),Teardrop Boutique Management,Please refer the advert.,Mon May 02 2022,Thu Jun 02 2022,,yellow
3269,959919,Senior Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Mon May 02 2022,Thu Jun 02 2022,,yellow
3270,959918,Senior Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Mon May 02 2022,Thu Jun 02 2022,,yellow
3271,963228,Senior Finance Manager (1),Associated Motorways (Private) Limited,Please refer the advert,Sun May 01 2022,Wed Jun 01 2022,,yellow
3272,959899,Assistant Manager - Human Resources (1),Resplendent Ceylon Ltd,"Join us at Resplendent Ceylon, the collection of Sri Lanka's only Relais and Châteaux small luxury hotels.",Sun May 01 2022,Wed Jun 01 2022,,yellow
3273,959898,Assistant Manager - Human Resources (1),Resplendent Ceylon Ltd,"Join us at Resplendent Ceylon, the collection of Sri Lanka's only Relais and Châteaux small luxury hotels.",Sun May 01 2022,Wed Jun 01 2022,,yellow
3274,959887,Sous Chef- Teardrop Boutique Management (1),Teardrop Boutique Management,Please refer the advert.,Sat Apr 30 2022,Tue May 31 2022,,yellow
3275,959884,Fashion Consultant / Trainee Fashion Consultant (1),Odel PLC,Please refer to the advertisement,Sat Apr 30 2022,Sun May 29 2022,,yellow
3276,959724,Intern - Technical (1),Brandix Lingerie (Pvt) Ltd,Please refer the advertisement,Fri Apr 29 2022,Sun May 29 2022,,yellow
3277,959663,Graduate Trainee - Marketing (1),Brandix Lingerie (Pvt) Ltd,Please refer the advert,Fri Apr 29 2022,Sun May 29 2022,,yellow
3278,959584,JNR. QA ENGINEERS (IT) (3),Maritime International Limited,Our client a leading Software developer in Colombo is looking for Jnr. QA ENGINEERS to work with their team. Must be willing to work as per UK calendar. Wo ....,Fri Apr 29 2022,Mon May 23 2022,,yellow
3279,959526,Associate Project Manager (1),Global Market Technologies (Pvt) Limited,Please refer the advertisement,Fri Apr 29 2022,Tue May 31 2022,,yellow
3280,959522,Associate Project Manager (1),Global Market Technologies (Pvt) Limited,Please see the advertisement,Fri Apr 29 2022,Tue May 31 2022,,yellow
3281,959461,Executive - Sales (1),Resplendent Ceylon Ltd,"Join us at Resplendent Ceylon, the collection of Sri Lanka's only Relais and Châteaux small luxury hotels.",Fri Apr 29 2022,Sun May 29 2022,,yellow
3282,959460,Executive - Sales (1),Resplendent Ceylon Ltd,"Join us at Resplendent Ceylon, the collection of Sri Lanka's only Relais and Châteaux small luxury hotels.",Fri Apr 29 2022,Sun May 29 2022,,yellow
3283,959458,Kitchen Helper (1),Quess Corp Lanka Private Limited,We have a requirement of hiring a Kitchen Helper for the Kitchen of Huawei deployed via JLL. Job details are as below mentioned. We need one male Kitchen ....,Fri Apr 29 2022,Tue May 02 2023,,yellow
3284,959431,SOFT WARE DEVELOPERS (4),Maritime International Limited,Our client a software developer in Colombo is looking for experienced Software Developers skilled in C#. Please read the details below to apply. Must be wi ....,Fri Apr 29 2022,Mon May 23 2022,,yellow
3285,959424,Graduate Trainee - Works HR (1),Brandix Fast Fashion,Please refer the advertisement,Fri Apr 29 2022,Sun May 29 2022,,yellow
3286,959421,Junior Graphic Designer (1),Fashion Bug (Pvt) Ltd,Please refer the advertisement.,Fri Apr 29 2022,Sun May 29 2022,,yellow
3287,959416,Merchandiser - Procurement (1),Brandix Fast Fashion,Please refer the advertisement,Fri Apr 29 2022,Sun May 29 2022,,yellow
3288,959412,Senior Merchandiser - Bulk (1),Brandix Fast Fashion,Please refer the advertisement,Fri Apr 29 2022,Sun May 29 2022,,yellow
3289,959363,Audio/Visual Engineer (1),Debug Group of Companies,Audio/Visual Engineer,Fri Apr 29 2022,Sat May 28 2022,,yellow
3290,959357,Associate - Data Entry/ Senior Associate Data Entry (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Fri Apr 29 2022,Sun May 29 2022,,yellow
3291,952518,Executive Chef - Crystal Sands (1),Teardrop Boutique Management,Please refer the advert.,Fri Apr 29 2022,Thu Jun 30 2022,,yellow
3292,959226,PROJECT ASSOCIATE (IT) (4),Maritime International Limited,Our client a leading software developer in Sri Lanka working with a UK based company is looking for Project Associates to work with their team. Please refe ....,Thu Apr 28 2022,Mon May 23 2022,,yellow
3293,959220,QA ENGINEERS (IT) (6),Maritime International Limited,Our client a leading software developer in Colombo is looking for QA Engineers in the IT field. Please refer the JD below for details. Working hours 3pm - ....,Thu Apr 28 2022,Mon May 23 2022,,yellow
3294,959165,DIGITAL MARKETING - ASST. MANAGER (10),Maritime International Limited,"Our client, one of the leading Hotelier in Sri Lanka is looking for a of creative, innovative, professionally qualified social media go getter as Digital M ....",Thu Apr 28 2022,Mon May 23 2022,,yellow
3295,959144,Business Analyst - Presales (1),Virtusa (Pvt.) Ltd,Please refer the job advert,Thu Apr 28 2022,Mon Apr 03 2023,,yellow
3296,959139,Business Analyst - Presales (1),Virtusa (Pvt.) Ltd,Please refer the job advert,Thu Apr 28 2022,Mon Apr 03 2023,,yellow
3297,959092,Assistant Manager - Cyber Security Governance and Compliance (1),Dialog Axiata PLC,Please refer the attached advertisement,Thu Apr 28 2022,Sat May 28 2022,,yellow
3298,959069,Front Office Executive (1),DCI Recruitment (Pvt) Ltd,Respond to customer queries in a timely and accurate way. Identify customer needs and help customers. A pleasing personality aged below 25 years. Succes ....,Thu Apr 28 2022,Sat May 28 2022,,yellow
3299,959065,Administration Executive (1),DCI Recruitment (Pvt) Ltd,"Handle requests, feedback, and queries quickly and professionally. Keep track of office supplies. Good command of English language. Minimum 1 year work ....",Thu Apr 28 2022,Sat May 28 2022,,yellow
3300,959061,Receptionist (1),DCI Recruitment (Pvt) Ltd,Respond to customer queries in a timely and accurate way. Direct visitors to the appropriate person and office. Should have excellent communication skill ....,Thu Apr 28 2022,Sat May 28 2022,,yellow
3301,959029,Engineer - Product Development (1),MAS Silueta,Please click on the image to apply.,Thu Apr 28 2022,Fri May 27 2022,,yellow
3302,958943,Recovery Officer (1),Citizens Development Business Finance PLC,Do you have 3 passes at the G.C.E A/L Examination? Please refer to the job advert for further information.,Thu Apr 28 2022,Sun May 22 2022,,yellow
3303,958939,Call Centre Agents (10),National Development Bank PLC,Please refer the advertisement,Thu Apr 28 2022,Wed May 25 2022,,yellow
3304,955765,Tech Lead (1),Just In Time Holdings (Pvt) Ltd,Please refer the advertisement,Thu Apr 28 2022,Sat May 28 2022,,yellow
3305,955234,Associate Solutions Architect (1),Just In Time Holdings (Pvt) Ltd,Please refer the Advertisement,Thu Apr 28 2022,Sat May 21 2022,,yellow
3306,946393,Manager Inventory Control (1),McLarens Holdings Limited,Please Refer the Advertisement,Thu Apr 28 2022,Tue May 31 2022,,yellow
3307,946391,Assistant Accountant (1),McLarens Holdings Limited,Please Refer the Advertisement,Thu Apr 28 2022,Tue May 31 2022,,yellow
3308,917311,Manager ICT (1),McLarens Holdings Limited,Pls refer the advert,Thu Apr 28 2022,Tue May 31 2022,,yellow
3309,958863,Trainee PHP Developer (1),Citizens Development Business Finance PLC,Do you have a Degree/Diploma in Computer Science? Please refer to the job advert for further information.,Wed Apr 27 2022,Sun May 22 2022,,yellow
3310,958683,Customer Support Executive (1),DCI Recruitment (Pvt) Ltd,Respond to customer queries in a timely and accurate way. Identify customer needs and help customers. Minimum 1 year experience in a similar capacity. F ....,Wed Apr 27 2022,Fri May 27 2022,,yellow
3311,958636,Front Line Leader (1),GlaxoSmithKline,Please refer the advertisement,Wed Apr 27 2022,Tue May 31 2022,,yellow
3312,958624,Executive - Industrial Engineering (1),Brandix India Apparel City,Please refer the job advertisement,Wed Apr 27 2022,Fri May 27 2022,,yellow
3313,958606,Executive - CIF (1),Brandix India Apparel City,Please refer the job advertisement,Wed Apr 27 2022,Fri May 27 2022,,yellow
3314,958603,Senior Executive - Administration (1),Brandix India Apparel City,Please refer the advertisement,Wed Apr 27 2022,Fri May 27 2022,,yellow
3315,958600,Senior Executive - Talent Engagement & Development (1),Brandix India Apparel City,Please refer the job advertisement,Wed Apr 27 2022,Fri May 27 2022,,yellow
3316,958596,Executive ? Engineering (1),Brandix India Apparel City,Please refer the advertisement,Wed Apr 27 2022,Fri May 27 2022,,yellow
3317,958583,Assistant Manager - Works HR (1),Brandix India Apparel City,Please refer the advertisement,Wed Apr 27 2022,Fri May 27 2022,,yellow
3318,958573,Senior Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Wed Apr 27 2022,Fri May 27 2022,,yellow
3319,958530,Junior Accountant (1),Fortude,Please refer the advertisement,Wed Apr 27 2022,Sun May 22 2022,,yellow
3320,958528,Executive Housekeeper- Teardrop Boutique Management (1),Teardrop Boutique Management,Please refer the advert.,Wed Apr 27 2022,Sat May 21 2022,,yellow
3321,915920,Business Analyst (2),DMS Software Technologies (Pvt) Ltd,Business Analyst,Wed Apr 27 2022,Thu Jun 30 2022,,yellow
3322,958513,Specialist-Access Network Operation (1),Dialog Axiata PLC,Please Refer the Job Advert,Tue Apr 26 2022,Tue May 31 2022,,yellow
3323,958512,Executive Training & Development (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Thu May 26 2022,,yellow
3324,958511,Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Thu May 26 2022,,yellow
3325,958510,Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Thu May 26 2022,,yellow
3326,958509,Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Thu May 26 2022,,yellow
3327,958508,Process Associate (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Thu May 26 2022,,yellow
3328,958507,Process Associate - Finance (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Thu May 26 2022,,yellow
3329,958506,Assistant Manager (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Thu May 26 2022,,yellow
3330,958504,Process Associate - Finance (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Thu May 26 2022,,yellow
3331,958492,Process Associate ? Finance (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Thu May 26 2022,,yellow
3332,958481,Sales Manager (1),Just In Time Holdings (Pvt) Ltd,Please refer the advertisement,Tue Apr 26 2022,Sat May 21 2022,,yellow
3333,958480,Software Architect (1),Just In Time Holdings (Pvt) Ltd,Please refer the Advertisement,Tue Apr 26 2022,Sat May 21 2022,,yellow
3334,958476,RPA Programmer (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Thu May 26 2022,,yellow
3335,958459,Senior Executive - Risk and Control (1),Hemas Holdings PLC,Please refer the advertisement.,Tue Apr 26 2022,Tue Apr 04 2023,,yellow
3336,958435,IT Support Coordinator (1),Associated Motorways (Private) Limited,Please refer advertisement,Tue Apr 26 2022,Thu May 26 2022,,yellow
3337,958323,Engineering Process Technician (Outsourced) (5),GlaxoSmithKline,Please refer attachment,Tue Apr 26 2022,Tue May 31 2022,,yellow
3338,958303,Intern Supply Chain (1),Hemas Holdings PLC,Please Refer the advert,Tue Apr 26 2022,Sun May 29 2022,,yellow
3339,958292,Engineer - Access Network Operations (1),Dialog Axiata PLC,Please Refer the Job Advert,Tue Apr 26 2022,Tue May 31 2022,,yellow
3340,958239,Merchandiser - Product Development (1),Brandix Lingerie (Pvt) Ltd,Please refer the advertisement,Tue Apr 26 2022,Thu May 26 2022,,yellow
3341,958198,Pattern Technologist (1),Brandix Lingerie (Pvt) Ltd,Please refer the advertisement,Tue Apr 26 2022,Thu May 26 2022,,yellow
3342,958196,Sales Officer,Delux Roofing (Pvt) Ltd,Please refer the advertisement,Tue Apr 26 2022,Tue May 24 2022,,yellow
3343,958183,Junior Business Analyst - CNH (1),Associated Motorways (Private) Limited,Please refer the job advert,Tue Apr 26 2022,Thu May 26 2022,,yellow
3344,958140,Team Leader ? Process Excellence (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Thu May 26 2022,,yellow
3345,958103,Team Leader (1),InfoMate (Pvt) Ltd,Infomate is a John Keells Group company. Please register in our career site on https://careers.keells.com/InfoMate/,Tue Apr 26 2022,Wed May 25 2022,,yellow
3346,958073,Associate Infrastructure Engineer (1),Pearson Lanka (Pvt) Ltd,Please refer the advertisement,Tue Apr 26 2022,Tue May 31 2022,,yellow
3347,958072,Associate Technical Specialist- Product Technical Operations (1),Pearson Lanka (Pvt) Ltd,Please refer the advertisment,Tue Apr 26 2022,Tue May 31 2022,,yellow
3348,958071,Technical Lead- OS (1),Pearson Lanka (Pvt) Ltd,Please refer the advertisement,Tue Apr 26 2022,Tue May 31 2022,,yellow
3349,958070,Associate Operations Engineer/Operations Engineer - Product Technical Operations (3),Pearson Lanka (Pvt) Ltd,Please refer the advertisement,Tue Apr 26 2022,Tue May 31 2022,,yellow
3350,958069,Specialist- GRCA (1),Pearson Lanka (Pvt) Ltd,Please refer the advertisement,Tue Apr 26 2022,Tue May 31 2022,,yellow
3351,958068,Senior Change Manager (1),Pearson Lanka (Pvt) Ltd,Please refer the advertisement,Tue Apr 26 2022,Tue May 31 2022,,yellow
3352,958067,Senior Technical Specialist- Site Reliability Engineering (1),Pearson Lanka (Pvt) Ltd,Please refer the advertisement,Tue Apr 26 2022,Tue May 31 2022,,yellow
3353,958066,Senior Technical Specialist - Cloud Engineering (1),Pearson Lanka (Pvt) Ltd,Please refer to the advertisement,Tue Apr 26 2022,Tue May 31 2022,,yellow
3354,941319,Imports Executive (1),Debug Group of Companies,Imports Executive,Tue Apr 26 2022,Wed May 25 2022,,yellow
3355,915286,Call Recording Analyst - Full Time (Work from Home) (1),BizyCorp (Pvt) Ltd,Please refer to the advertisement for more details. Please click on the image/banner to access the recruitment survey to start the recruitment process.,Tue Apr 26 2022,Fri May 27 2022,,yellow
3356,958039,Secretary (1),Imperial Institute of Higher Education,Please refer the advisement,Mon Apr 25 2022,Tue May 31 2022,,yellow
3357,958036,Secretary (1),Imperial Institute of Higher Education,Please check the advert,Mon Apr 25 2022,Tue May 31 2022,,yellow
3358,957925,ELECTRICIAN - KUWAIT HOTEL (1),Maritime Placements (Pvt) Ltd,Refer advert,Mon Apr 25 2022,Fri Jun 03 2022,,yellow
3359,957924,KITCHEN STEWARDS - KUWAIT HOTEL (1),Maritime Placements (Pvt) Ltd,Refer advert,Mon Apr 25 2022,Sat Jun 04 2022,,yellow
3360,957918,AUDIO VIDEO TECHNICIAN - KUWAIT HOTEL (1),Maritime Placements (Pvt) Ltd,Refer advert,Mon Apr 25 2022,Tue May 31 2022,,yellow
3361,957916,BELLMAN - BELLBOY - KUWAIT HOTEL (4),Maritime Placements (Pvt) Ltd,Refer advert,Mon Apr 25 2022,Tue May 31 2022,,yellow
3362,957897,Executive - Production (1),Brandix Essential Limited,Please refer the advertisement,Mon Apr 25 2022,Wed May 25 2022,,yellow
3363,957894,Technical Instructor (Part Time),IgniterSpace (Pvt) Ltd,Please refer the advertisement,Mon Apr 25 2022,Wed May 25 2022,,yellow
3364,957886,PROJECT OFFICER - Healthcare (1),Maritime Placements (Pvt) Ltd,Refer advert,Mon Apr 25 2022,Tue May 31 2022,,yellow
3365,957874,Sales Executive Key Accounts (1),Associated Motorways (Private) Limited,Please refer the job advert,Mon Apr 25 2022,Wed May 25 2022,,yellow
3366,957809,Assistant Manager - Fabric Technology (1),Brandix Essential Limited,Please refer to the advertisement,Mon Apr 25 2022,Wed May 25 2022,,yellow
3367,957781,Engineer - IDC Infrastructure Planning and Operations (1),Dialog Axiata PLC,Please Refer the Job Advert,Mon Apr 25 2022,Tue May 31 2022,,yellow
3368,957758,Tax Executive (1),Debug Group of Companies,Tax Executive,Mon Apr 25 2022,Mon May 23 2022,,yellow
3369,957755,Audio/Visual Engineer (1),Debug Group of Companies,Audio/Visual Engineer,Mon Apr 25 2022,Mon May 23 2022,,yellow
3370,957735,Associate Executive - Human Resources (1),Senok Trade Combine Limited,"Salary 35,000/-",Mon Apr 25 2022,Thu May 26 2022,,yellow
3371,957733,Executive - Payroll (1),Senok Trade Combine Limited,2+ Years experience in Payroll is a must,Mon Apr 25 2022,Tue May 31 2022,,yellow
3372,957586,Senior Merchandiser - Procurement (1),Brandix Lingerie (Pvt) Ltd,Please refer the advertisement,Mon Apr 25 2022,Wed May 25 2022,,yellow
3373,955224,Associate Solutions Architect (1),Just In Time Holdings (Pvt) Ltd,Please refer the Advertisement,Mon Apr 25 2022,Sat May 21 2022,,yellow
3374,957504,Merchandiser - Bulk (1),MAS Intimates,Please refer advert for more details,Sun Apr 24 2022,Tue May 31 2022,,yellow
