row_no,jobref,position,company,jobdesc_snippet,opening_date,closing_date,town,row_type
398.0,770184,SEO Specialist,Swivel Group,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
399.0,770183,AutoCAD Draughtsman,FPL Outsource (Pvt) Ltd,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
400.0,770182,Associate Tech Lead / Tech Lead - PHP (Work from home) (1),Maritime Placements (Pvt) Ltd,Please refer the job advert...,Fri Aug 14 2020,,Mon Aug 31 2020,yellow
401.0,770181,Intern - Digital Marketing (1),Maritime Placements (Pvt) Ltd,Location - Colombo 04,Fri Aug 14 2020,,Mon Aug 31 2020,yellow
402.0,770180,Sales Representative,Sanritsu Deco (Pvt) Ltd,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
403.0,770179,Sewing Technician (Dehiowita/Kotiyakumbura) / Assistant Production Manager (Kotiyakumbura),Lucky Industries (Pvt) Ltd,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
405.0,770177,ACCOUNTANT (1),eMarketingEye (Pvt) Limited,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
406.0,770176,Engineering Vacancies,AttoTech Group of Companies,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
407.0,770175,Manager - Regulatory,Analytical Instruments (Pvt) Ltd,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
408.0,770174,Business Development Manager (Corrugated Cardboard Boxes) (1),Mobizz Elite (Pvt) Ltd,Remuneration includes Baisic + Sales Incentive + Fuel.,Fri Aug 14 2020,,Fri Aug 21 2020,yellow
409.0,770173,Software Engineer / Senior Software Engineer (React / NodeJS),Meetrix Technology Solutions (Pvt) Ltd,Work with the global leader in WebRTC/ Real-time communications using AWS/ GCP/React/Node for large scale industrial solutions.,Fri Aug 14 2020,,Fri Aug 21 2020,yellow
411.0,770171,Office Assistant / Coordinator (Male/Female),Active Solutions,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
412.0,770170,Senior Quality Assurance Engineer / ATL Automation,PickMe,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
413.0,770169,Senior Software Developer - Full Stack (1),Jobfactory,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
414.0,770168,Brand manager (1),Jobfactory,please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
415.0,770167,Debt Collector (Male) (1),Jobfactory,Should passed G.C.E.(A/L) Examination,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
416.0,770166,Recovery Officer (Male) (1),Jobfactory,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
417.0,770165,Manager - Credit (1),DPMC Assetline Holdings (Pvt) Ltd,Please refer the Job Advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
418.0,770164,Distributor Sales Representative (Male),Tharindu Enterprises,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
419.0,770163,Audit Managers / Audit Supervisors / Audit Trainees (Colombo & Galle Branch),PBC Associates,Member of Institute of Chartered Accountants of Sri Lanka / 2-3 year experience in similar capacity / Passed finalist of Institute of Chartered Accountants ....,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
420.0,770162,Manager - Credit (1),DPMC Assetline Holdings (Pvt) Ltd,Please refer the job advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
421.0,770161,Project Coordinator,J.N. Interiors (Pvt) Ltd,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
422.0,770160,Gender Charter Secretariat Manager (Full Time) - One Year,Sri Lanka Development Journalist Forum (SDJF),Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
423.0,770159,Procument Executive- Top Urgent,Maritime Placements (Pvt) Ltd,Please refer the advert.,Fri Aug 14 2020,,Wed Aug 19 2020,yellow
424.0,770158,Procument Officer/Norochchole- Top Urgent,Maritime Placements (Pvt) Ltd,Please refer the advert.,Fri Aug 14 2020,,Wed Aug 19 2020,yellow
425.0,770157,Stores Assistant- Top Urgent,Maritime Placements (Pvt) Ltd,Please refer the advert.,Fri Aug 14 2020,,Wed Aug 19 2020,yellow
426.0,770156,Accountant,Sakura Trading (Pvt) Ltd,Qualification in recognized accounting body (AAT/CA/CIMA/ACCA) / At least 2 years experience in similar capacity (Don?t apply without experience) / Experie ....,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
428.0,770154,Cook/Japanese Foods- Top Urgent,Maritime Placements (Pvt) Ltd,Please refer the advert.,Fri Aug 14 2020,,Wed Aug 19 2020,yellow
430.0,770152,Call Centre Agent-Top Urgent,Maritime Placements (Pvt) Ltd,Please refer the advert.,Fri Aug 14 2020,,Wed Aug 19 2020,yellow
431.0,770151,Call Centre Agent- Top Urgent,Maritime Placements (Pvt) Ltd,Please refer the advert.,Fri Aug 14 2020,,Wed Aug 19 2020,yellow
432.0,770150,Junior Marketing Campaign Planner,Daraz.lk,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
433.0,770149,Communications/IT Officer - Full Time (One Year),Sri Lanka Development Journalist Forum (SDJF),Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
434.0,770148,Senior Software Engineer,Sydpro (Pvt) Ltd,Immediate vacancy,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
435.0,770147,Administration Manager - Full Time (One Year),Sri Lanka Development Journalist Forum (SDJF),Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
436.0,770146,Executive - HR & Administration (Katunayake / Kanthale),Crystal Martin Ceylon (Private) Limited,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
437.0,770145,Associate UI/UX Designer,Eight25Media (Pvt) Ltd,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
438.0,770144,Shop Manager,Spring & Summer,Please refer the advertisement,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
439.0,770143,Inventory Analyst,EFutures (Pvt) Ltd,Degree in Finance or equipvalent / ICA / ACCA / CIMA or AAT Member / Finalist,Fri Aug 14 2020,,Fri Aug 28 2020,yellow
4001.0,726488,Analyst - Business Excellence (1),Accenture Lanka (Pvt) Limited,Please refer the advert,Mon Jan 13 2020,,Fri Jan 31 2020,yellow
4002.0,726487,Senior Analyst - Business Excellence (1),Accenture Lanka (Pvt) Limited,Please refer to the advert,Mon Jan 13 2020,,Fri Jan 31 2020,yellow
4003.0,726479,Technical Officers,Furnicraft Manufacturing (Pvt) Ltd,Please refer the advertisement,Mon Jan 13 2020,,Thu Feb 27 2020,yellow
4004.0,726430,ATL/TL .Net full stack (1),99X Technology,Please refer the advert,Mon Jan 13 2020,,Mon Feb 03 2020,yellow
4005.0,726429,Senior Software Engineer/Tech Lead (React JS) (1),Mitra Innovation (Pvt)Ltd,Please refer the advertisement,Mon Jan 13 2020,,Sat Feb 22 2020,yellow
4006.0,726345,AYURVEDIC COOK (CHZECH REPUBLIC) (5),Maritime International Limited,"To work in one of the prestigious Ayurvedic Wellness Centers in Chzech Republic. They currently employ 14 Ayurvedic therapists, two Ayurvedic doctors as ....",Mon Jan 13 2020,,Fri Jan 31 2020,yellow
4007.0,726306,Assistant Manager - Business Excellence (1),Accenture Lanka (Pvt) Limited,Please refer the advert,Mon Jan 13 2020,,Fri Jan 31 2020,yellow
4008.0,726289,Intern,London Stock Exchange Group Sri Lanka,Please refer the advertisement,Mon Jan 13 2020,,Fri Mar 13 2020,yellow
4009.0,726277,Team Manager - Production (1),INNODATA LANKA (PVT) LTD,Please refer the advertisement.,Mon Jan 13 2020,,Fri Jan 31 2020,yellow
4010.0,726270,Executive - Payment Operations and Control (1),Dialog Axiata PLC,Please refer attached advertisement,Mon Jan 13 2020,,Thu Feb 13 2020,yellow
4011.0,726223,Executive - Non Motor Claims (2),Fairfirst Insurance Limited,Please refer the advertisement,Mon Jan 13 2020,,Fri Jan 31 2020,yellow
4012.0,726110,Executive - Cutting (1),MAS Intimates,Please refer the job advert for more details,Mon Jan 13 2020,,Mon Feb 03 2020,yellow
4013.0,726103,Executive - Technical (1),MAS Intimates,Please refer the job advert for more details,Mon Jan 13 2020,,Mon Feb 03 2020,yellow
4014.0,726081,Executive - Production (1),MAS Intimates,Looking for candidates with min 2 years experience in Apparel production,Mon Jan 13 2020,,Mon Feb 03 2020,yellow
4015.0,725317,Commis Vacancies - Colombo (3),Teardrop Boutique Management,Please refer the advert,Mon Jan 13 2020,,Sat Feb 08 2020,yellow
4016.0,724862,Staff Chef - Galle (1),Teardrop Boutique Management,Please refer the advert,Mon Jan 13 2020,,Fri Jan 31 2020,yellow
4017.0,723752,Security Officer - Kotugoda (2),Teardrop Boutique Management,Please refer the advert,Mon Jan 13 2020,,Thu Jan 30 2020,yellow
4018.0,696919,Senior Executive - Health & Safety (1),Brandix Essential Limited,Please refer the advertisement,Mon Jan 13 2020,,Wed Feb 12 2020,yellow
4019.0,619888,Merchandiser - Bulk (1),Brandix Essential Limited,Please refer the advertisement.,Mon Jan 13 2020,,Wed Feb 12 2020,yellow
4020.0,707665,Manager - Supply Chain (Category Lead - Elastics) (1),Brandix Lanka Ltd,Please refer the advertisement.,Sat Jan 11 2020,,Wed Feb 05 2020,yellow
4021.0,694124,Executive - Business Analytics (1),Brandix Apparels,Please refer the advertisement,Sat Jan 11 2020,,Tue Feb 11 2020,yellow
4022.0,692536,Manager - Data Center (1),Brandix Apparels,Please refer the advertisement.,Sat Jan 11 2020,,Tue Feb 11 2020,yellow
4023.0,639415,Intern - Supply Chain (1),Brandix Apparels,Please refer the advertisement,Sat Jan 11 2020,,Tue Feb 11 2020,yellow
4024.0,726018,Software Engineer - Java (1),John Keells IT,Please click on the advert to apply ....,Fri Jan 10 2020,,Sat Feb 29 2020,yellow
4025.0,726016,Manager - Autonomation (1),MAS ACTIVE TRADING (PRIVATE) LTD - MAS KREEDA,Refer the attachment,Fri Jan 10 2020,,Fri Jan 31 2020,yellow
4026.0,725993,ACCOUNTS RECEIVABLE REPRESENTATIVE (2),Exetel Communications (Pvt) Ltd,Refer job advert ....,Fri Jan 10 2020,,Fri Jan 31 2020,yellow
4027.0,713828,Junior Executive Merchandising/ Executive Key Accounts/Merchandising ?Pannala (1),Konnect Net Pvt Ltd,Please refer the advert ....,Fri Jan 10 2020,,Fri Jan 31 2020,yellow
4028.0,707639,Housekeeping Attendant - Kotugoda (1),Teardrop Boutique Management,Please refer the advert,Fri Jan 10 2020,,Fri Jan 31 2020,yellow
4029.0,725859,Manager - Southern Operations (1),Smart Quest (Pvt)Ltd,Please refer the advertisement,Thu Jan 09 2020,,Fri Jan 31 2020,yellow
4030.0,725755,ADMINISTRATION EXECUTIVE - INSURANCE (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4031.0,725635,General Manager ? Transport and logistics (1),Maritime Placements (Pvt) Ltd,Location: Colombo 05,Thu Jan 09 2020,,Sun Feb 02 2020,yellow
4032.0,725491,LEGAL ASSISTANT/COORDINATOR (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Thu Jan 09 2020,,Fri Feb 14 2020,yellow
4033.0,725484,Field Sales Officers / Field Sales Agents (Hardware Trade),Gajaba Cement,Please refer the advertisement,Thu Jan 09 2020,,Thu Feb 06 2020,yellow
4034.0,725478,FEMALE TELEPHONE OPERATOR/CONCIERGE/BELL CAPTAIN/DOORMAN- QATAR 5* Hotel (5),Maritime Placements (Pvt) Ltd,Kindly refer advert,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4035.0,725471,LIFEGUARD (SHALLOW/DEEP) ATTRACTION ATTENDANT/ CASHIER/RETAIL ATTENDANTS- QATAR 5*Hotel (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Thu Jan 09 2020,,Sat Feb 08 2020,yellow
4036.0,725432,Sales Executive,CCL Executive Search (Pvt) Ltd,Age between 20-35 Years,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4037.0,723233,Project officer,CCL Executive Search (Pvt) Ltd,Age Between 20-30 Years,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4038.0,723231,Project Officer,CCL Executive Search (Pvt) Ltd,Age Between 20-35 Years,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4039.0,722593,Site Engineers,CCL Executive Search (Pvt) Ltd,Should Have relevant educational qualifications,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4040.0,722589,Factory Manager / Production In charge,CCL Executive Search (Pvt) Ltd,Should Have relevant educational qualifications,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4041.0,719985,Assistant Security Manager,CCL Executive Search (Pvt) Ltd,Good command in English,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4042.0,719958,Maintenance Mechanic Assistant / Rides & Attractions Technician,CCL Executive Search (Pvt) Ltd,Diploma in electrical or mechanical,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4043.0,719718,Office Admin / Accounts Assistant,CCL Executive Search (Pvt) Ltd,Good command of English language,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4044.0,718925,Messenger cum Driver,CCL Executive Search (Pvt) Ltd,02 Years? experience in similar capacity,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4046.0,718920,Accountant,CCL Executive Search (Pvt) Ltd,04 years? experience as an accountant,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4047.0,715955,driver,CCL Executive Search (Pvt) Ltd,Knowledge of English and Arabic,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4048.0,713422,Operations Manager - Water Park,CCL Executive Search (Pvt) Ltd,Sound knowledge of state and local govt. health and safety regulations,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4049.0,713419,Chief Executive Officer,CCL Executive Search (Pvt) Ltd,Age between 40-50 years,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4050.0,713416,Chief Operating Officer,CCL Executive Search (Pvt) Ltd,"MBA and/or professional qualification in finance, marketing, engineering / management or a professional qualification in relevant discipline",Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4051.0,713046,CHIEF MEDICAL OFFICER,CCL Executive Search (Pvt) Ltd,Lead and implement the clinical direction for the local mobile Health operations,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4053.0,709873,Accounts Assistant,CCL Executive Search (Pvt) Ltd,Age below 30 years,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4054.0,709848,Business Development Executive - SOLAR,CCL Executive Search (Pvt) Ltd,Age below 40 Years,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4055.0,708769,Manager - Human Resources,CCL Executive Search (Pvt) Ltd,Preferably below 40 Years,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4056.0,703754,Business Development Manager,CCL Executive Search (Pvt) Ltd,Degree or higher educational qualification in Business Administration or a relevant field,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4057.0,702383,Technical Officer,CCL Executive Search (Pvt) Ltd,NDT (Civil engineering) with 2 years? experience,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4058.0,694723,Business Development Executive,CCL Executive Search (Pvt) Ltd,Should be fluent in English,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4059.0,692891,Business Development Engineer,CCL Executive Search (Pvt) Ltd,Age below 30 years,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4060.0,692809,Sales Generation Specialists ? (male/female),CCL Executive Search (Pvt) Ltd,Good communication skills in English,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4061.0,670367,AUDIO VISUAL TECHNICIANS (Male / Female),CCL Executive Search (Pvt) Ltd,"1-2 years in setup & operation of audio, lighting and video equipment",Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4062.0,662902,Sales and Marketing Executive Male / Female,CCL Executive Search (Pvt) Ltd,Our client is a dynamic and innovative young company that serves the Emerging Renewable energy sector in Sri Lanka ....,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4063.0,660422,Climbing Instructors,CCL Executive Search (Pvt) Ltd,Certificate from The British Mountaineering Council or any equivalent Climbing Wall Award,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4064.0,658987,Housekeeping Supervisors (Female),CCL Executive Search (Pvt) Ltd,3-5 years? experience in the same position from a 5 star hotel,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4065.0,655370,Accountant,CCL Executive Search (Pvt) Ltd,"Possess excellent leadership, interpersonal and communication skills Proficient in IT Develop the administration system Preparation monthly statement ....",Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4066.0,648293,Driver,CCL Executive Search (Pvt) Ltd,Age between 30 ? 50 years,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4067.0,644494,Driver,CCL Executive Search (Pvt) Ltd,Candidates residing in Colombo and suburbs are preferred ....,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4068.0,642719,Food & Beverage Associate Male/Female,CCL Executive Search (Pvt) Ltd,Be able to up-sell to guests,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4069.0,640568,Aquatic Technicians (Female),CCL Executive Search (Pvt) Ltd,Preventive and corrective Maintenance in all rides and attractions and aquatic equipment ....,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4070.0,638858,Maintenance Technician (Rides & Attractions Technician),CCL Executive Search (Pvt) Ltd,"Excellent Communication skills, Team collaboration & Attention to detail ....",Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4071.0,635359,Rides Team Leader,CCL Executive Search (Pvt) Ltd,Diploma or degree related to technical qualification in mechanical & electrical field ....,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4072.0,629879,AUDIO VISUAL TECHNICIANS (Male / Female),CCL Executive Search (Pvt) Ltd,"1-2 years in setup & operation of audio, lighting and video equipment ....",Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4073.0,608382,Maintenance Mechanic Assistant / Rides & Attractions Technician,CCL Executive Search (Pvt) Ltd,Good Command in English ....,Thu Jan 09 2020,,Fri Feb 07 2020,yellow
4074.0,725295,Front Line Support Associate (IT Support) (1),INNODATA LANKA (PVT) LTD,Please refer the advertisement,Wed Jan 08 2020,,Fri Jan 31 2020,yellow
4075.0,725257,Head of Logistics (1),Hemas Holdings PLC,Please refer the advertisement.,Wed Jan 08 2020,,Fri Feb 07 2020,yellow
4076.0,725187,Executive - Production Control Unit (1),MAS Intimates,Please refer the job advert for more details,Wed Jan 08 2020,,Fri Jan 31 2020,yellow
4077.0,725182,Executive - Drafting (1),MAS Noyon Lanka,Please refer the vacancy advertisement,Wed Jan 08 2020,,Sun Feb 02 2020,yellow
4078.0,725181,Senior Associate - Production Planner (1),INNODATA LANKA (PVT) LTD,Please refer the advertisement.,Wed Jan 08 2020,,Fri Jan 31 2020,yellow
4079.0,725115,Experienced Senior Audit Associates - PwC Maldives (10),PricewaterhouseCoopers,Please refer the advert.,Wed Jan 08 2020,,Fri Jan 31 2020,yellow
4080.0,725090,QA Lead (1),Virtusa (Pvt.) Ltd,Please refer to advert,Wed Jan 08 2020,,Fri Jan 31 2020,yellow
4081.0,725087,Medical Claims Scrutinizer (3),Fairfirst Insurance Limited,Please refer the advertisement,Wed Jan 08 2020,,Fri Jan 31 2020,yellow
4082.0,725050,RECEPTION SUPERVISOR/RECEPTIONIST/GUEST RELATIONS AGENTS(GSA) - QATAR 5*Hotel (5),Maritime Placements (Pvt) Ltd,Kindly refer advert,Wed Jan 08 2020,,Fri Feb 07 2020,yellow
4083.0,725044,RECEPTION SUPERVISOR/RECEPTIONIST/GUEST RELATIONS AGENTS(GSA) - QATAR 5*Hotel (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Wed Jan 08 2020,,Sat Feb 08 2020,yellow
4084.0,725005,"A/C TECHNICIAN, KITCHEN MECHANIC,PLUMBER,WELDER - QATAR 5*Hotel (1)",Maritime Placements (Pvt) Ltd,Kindly refer advert,Wed Jan 08 2020,,Fri Feb 07 2020,yellow
4085.0,725004,"A/C TECHNICIAN, KITCHEN MECHANIC,PLUMBER,WELDER - QATAR 5*Hotel (1)",Maritime Placements (Pvt) Ltd,Kindly refer advert,Wed Jan 08 2020,,Fri Jan 31 2020,yellow
4086.0,725000,ORDER TAKER/POWER PLANT TECHNICIAN/HANDYMAN - QATAR 5*Hotel (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Wed Jan 08 2020,,Fri Feb 07 2020,yellow
4087.0,724998,ORDER TAKER/POWER PLANT TECHNICIAN/HANDYMAN - QATAR 5*Hotel (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Wed Jan 08 2020,,Sat Feb 08 2020,yellow
4088.0,724992,BAKER DEMI CDP / PASTRY CDP - QATAR 5* Hotel (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Wed Jan 08 2020,,Sat Feb 08 2020,yellow
4089.0,724989,"COMMIS 1, 2 , 3 - QATAR 5*Hotel (10)",Maritime Placements (Pvt) Ltd,Kindly refer advert,Wed Jan 08 2020,,Fri Feb 07 2020,yellow
4090.0,724981,CHEF DE PARTIE AND DEMI CDP - QATAR 5* Hotel (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Wed Jan 08 2020,,Fri Feb 07 2020,yellow
4093.0,701394,Junior Executive - Internal Audit (1),Delmege Group,Please refer the advertisement,Wed Jan 08 2020,,Fri Jan 31 2020,yellow
4094.0,685505,Merchandiser - Sourcing (1),Brandix Essential Limited,Please refer the advertisement,Wed Jan 08 2020,,Fri Feb 07 2020,yellow
4095.0,724912,Vacancies in Five Star Hotel Abu Dhabi (Commi 1 /11 - Hot & Cold) (10),Maritime Placements (Pvt) Ltd,Good Communication Skills in english,Tue Jan 07 2020,,Thu May 21 2020,yellow
4096.0,724812,IT Support Specialist (1),Eureka Technology Partners (Pvt) Ltd,please refer the advertisement,Tue Jan 07 2020,,Tue Feb 04 2020,yellow
4097.0,724793,"QA Engineer - Automation, Agile (1)",Maritime Placements (Pvt) Ltd,Please refer the job advert..,Tue Jan 07 2020,,Sun Feb 02 2020,yellow
4098.0,724780,Information Technology Executive (1),Maritime Placements (Pvt) Ltd,Location: Dematagoda,Tue Jan 07 2020,,Sun Feb 02 2020,yellow
4099.0,724623,LAUNDRY ATTENDANT/LAUNDRY SUPERVISOR - QATAR 5*Hotel (20),Maritime Placements (Pvt) Ltd,Kindly refer advert,Tue Jan 07 2020,,Sat Feb 29 2020,yellow
4100.0,724616,TAILOR / FLORIST - QATAR 5*Hotel (5),Maritime Placements (Pvt) Ltd,Kindly refer advert,Tue Jan 07 2020,,Sat Feb 29 2020,yellow
4101.0,724614,UNIFORM ATTENDANT/UNIFORM SUPERVISOR - QATAR 5* Hotel (10),Maritime Placements (Pvt) Ltd,Kindly refer advert,Tue Jan 07 2020,,Fri Feb 28 2020,yellow
4102.0,724610,ROOM ATTENDANT/PUBLIC AREA ATTENDANT - QATAR 5*Hotel (10),Maritime Placements (Pvt) Ltd,Kindly refer advert,Tue Jan 07 2020,,Fri Feb 28 2020,yellow
4103.0,724608,HOUSEKEEPING SUPERVISOR - QATAR 5*Hotel (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Tue Jan 07 2020,,Sat Feb 29 2020,yellow
4104.0,724526,FEMALE JR EXECUTIVE HR - COL 14 (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Tue Jan 07 2020,,Sun Apr 05 2020,yellow
4105.0,724525,FEMALE JR EXECUTIVE PAYROLL AND ADMIN (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Tue Jan 07 2020,,Fri Jan 31 2020,yellow
4106.0,724521,Talent Acquisition Assistant- MALE (1),Maritime Placements (Pvt) Ltd,Talent Acquisition Assistant- MALE,Tue Jan 07 2020,,Fri Jan 31 2020,yellow
4111.0,724435,Admin Assistant-Top Urgent,Maritime Placements (Pvt) Ltd,Please refer the advert.,Tue Jan 07 2020,,Tue Feb 04 2020,yellow
4112.0,724434,Admin Assistant-Top Urgent,Maritime Placements (Pvt) Ltd,Please refer the advert.,Tue Jan 07 2020,,Fri Feb 07 2020,yellow
4113.0,724433,Safety Assistant (Top Urgent),Maritime Placements (Pvt) Ltd,Please refer the advert.,Tue Jan 07 2020,,Tue Feb 04 2020,yellow
4114.0,724431,Safety Assistant,Maritime Placements (Pvt) Ltd,Please refer the advert.,Tue Jan 07 2020,,Tue Feb 04 2020,yellow
4115.0,724430,QA CHEMIST-(TOP URGENT),Maritime Placements (Pvt) Ltd,Please refer the advert.,Tue Jan 07 2020,,Fri Feb 07 2020,yellow
4116.0,724429,QA CHEMIST (TOP URGENT),Maritime Placements (Pvt) Ltd,Please refer the advert.,Tue Jan 07 2020,,Tue Feb 04 2020,yellow
4117.0,724428,Stores Assistant-Top Urgent,Maritime Placements (Pvt) Ltd,Please refer the advert.,Tue Jan 07 2020,,Fri Feb 07 2020,yellow
4118.0,724427,Management Accountant-Top Urgent,Maritime Placements (Pvt) Ltd,Please refer the advert.,Tue Jan 07 2020,,Fri Feb 07 2020,yellow
4119.0,724426,Customer Service Assistant - TOP URGENT (1),Maritime Placements (Pvt) Ltd,Please refer the advert,Tue Jan 07 2020,,Fri Feb 07 2020,yellow
4120.0,724425,Network Support Executive,Maritime Placements (Pvt) Ltd,Please refer Advert,Tue Jan 07 2020,,Fri Feb 07 2020,yellow
4121.0,724424,SFA (Sales Force Automation) Support Executive,Maritime Placements (Pvt) Ltd,Please refer the advert.,Tue Jan 07 2020,,Fri Feb 07 2020,yellow
4122.0,724423,Call Centre Agent (TOP URGENT),Maritime Placements (Pvt) Ltd,Please refer the advert.,Tue Jan 07 2020,,Fri Feb 07 2020,yellow
4123.0,724420,Senior Manager ? Transport and logistics (1),Maritime Placements (Pvt) Ltd,Location: Colombo 05,Tue Jan 07 2020,,Sun Feb 02 2020,yellow
4124.0,724092,Food and Beverage Manager (1),Resplendent Ceylon Ltd,"New opportunity at Cape Weligama, the most exclusive small luxury hotel in southern Sri Lanka....",Tue Jan 07 2020,,Thu Feb 06 2020,yellow
4125.0,724300,DevOps Intern,London Stock Exchange Group Sri Lanka,Please Refer the Advertisement,Mon Jan 06 2020,,Fri Mar 06 2020,yellow
4126.0,724298,Project Management Intern,London Stock Exchange Group Sri Lanka,Please refer the Advertisement,Mon Jan 06 2020,,Fri Mar 06 2020,yellow
4127.0,724281,FEMALE CREW MEMBER ? FAST FOOD UAE (Dubai) (1),Maritime Placements (Pvt) Ltd,Kindly refer advert,Mon Jan 06 2020,,Fri Mar 27 2020,yellow
4128.0,724211,Senior QA Engineer (1),Smart Quest (Pvt)Ltd,Please refer the advertisement,Mon Jan 06 2020,,Fri Jan 31 2020,yellow
4129.0,724206,Senior QA Engineer (1),eMarketingEye (Pvt) Limited,Please refer the advertisement ....,Mon Jan 06 2020,,Fri Jan 31 2020,yellow
4130.0,724202,Senior DevOps Engineer (1),eMarketingEye (Pvt) Limited,Please refer the advertisement,Mon Jan 06 2020,,Fri Jan 31 2020,yellow
4131.0,724200,Web Content Editor (1),eMarketingEye (Pvt) Limited,Please refer the advertisement,Mon Jan 06 2020,,Fri Jan 31 2020,yellow
4132.0,724199,Digital Content Writer (1),eMarketingEye (Pvt) Limited,Please refer the advertisement,Mon Jan 06 2020,,Fri Jan 31 2020,yellow
4133.0,724198,Content Editor (1),eMarketingEye (Pvt) Limited,Please refer the advertisement,Mon Jan 06 2020,,Fri Jan 31 2020,yellow
4134.0,724192,Senior Manager ? Transport and logistics (1),Maritime Placements (Pvt) Ltd,Location: Colombo 05,Mon Jan 06 2020,,Sun Feb 02 2020,yellow
